3.044532299041748047e+00,1.084689497947692871e+00,1.960899472236633301e+00,-6.376561522483825684e-01,-2.473472595214843750e+00,-2.290044307708740234e+00,2.733843564987182617e+00,-2.993348836898803711e+00,-1.980395436286926270e+00,-2.611330509185791016e+00
-1.463368296623229980e+00,-1.852312088012695312e+00,2.812636196613311768e-01,1.389596819877624512e+00,3.347703695297241211e+00,1.727501749992370605e+00,1.024247646331787109e+00,-2.557171821594238281e+00,-1.775667786598205566e+00,-2.858648300170898438e+00
-3.618526458740234375e+00,2.259860038757324219e+00,7.989943027496337891e-01,-2.283428668975830078e+00,-1.863186359405517578e+00,1.291349768638610840e+00,1.398986577987670898e+00,-3.225966453552246094e+00,2.230325460433959961e+00,-2.603501319885253906e+00
1.848471999168395996e+00,-3.878477811813354492e+00,-2.842407464981079102e+00,-3.369344949722290039e+00,7.676165103912353516e-01,6.766337752342224121e-01,1.854014277458190918e+00,-1.981656670570373535e+00,2.077552795410156250e+00,1.347299814224243164e+00
-5.433021545410156250e+00,2.433773756027221680e+00,-3.381983995437622070e+00,3.050356626510620117e+00,-1.076829075813293457e+00,-1.426941037178039551e+00,-2.784200191497802734e+00,-9.144952893257141113e-02,1.074043273925781250e+00,1.154080390930175781e+00
-8.307716846466064453e-01,-2.353333950042724609e+00,2.846563339233398438e+00,1.512590527534484863e+00,-3.355427742004394531e+00,3.007024824619293213e-01,-4.164456844329833984e+00,2.188848018646240234e+00,1.244754552841186523e+00,-2.603972434997558594e+00
-1.411557316780090332e+00,2.478447914123535156e+00,-1.645357131958007812e+00,-3.216198205947875977e+00,2.502049446105957031e+00,2.217058278620243073e-02,-3.882816314697265625e+00,2.841109752655029297e+00,-2.938506841659545898e+00,-2.189793437719345093e-01
1.681287288665771484e+00,2.345123767852783203e+00,-1.694626450538635254e+00,7.175444960594177246e-01,-4.166468620300292969e+00,2.619669675827026367e+00,-1.095831871032714844e+00,2.654499053955078125e+00,-4.186029911041259766e+00,-3.257378578186035156e+00
1.236271381378173828e+00,-3.659980058670043945e+00,-1.364943504333496094e+00,1.413951754570007324e+00,-1.188549160957336426e+00,6.751693487167358398e-01,-3.920053243637084961e+00,-4.126559495925903320e-01,-1.283238828182220459e-01,2.382161617279052734e+00
-2.920255422592163086e+00,-6.444865465164184570e-01,8.008149862289428711e-01,-1.134138464927673340e+00,5.224295854568481445e-01,-3.723403215408325195e+00,1.355475664138793945e+00,2.385313272476196289e+00,-2.372471570968627930e+00,1.958925843238830566e+00
